name,series,character,release,price,size,sculptor,painter,material,brand,url,blog_url
胡蝶 しのぶ,鬼滅の刃,,2021年9月発売,"17,380円（税抜15,800円）",1/8 スケール 全高：約220mm（台座含む）,爪塚 ヒロユキ,爪塚 ヒロユキ,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/484/,"https://alter-web.jp/blog_alter/2021/208/,https://alter-web.jp/blog_alter/2020/181/"
シノン,劇場版 ソードアート・オンライン -オーディナル・スケール-,,2021年9月発売再販2018年10月発売,"19,580円（税抜17,800円）",1/7 スケール 全高：約250mm,田中 冬志原型協力：アルター,渡邊 恭大,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/206/,"https://alter-web.jp/blog_alter/2018/130/,https://alter-web.jp/blog_alter/2018/96/"
宮本 武蔵　私服Ver.,Fate/Grand Order,,2021年8月発売,"15,180円（税抜13,800円）",1/7 スケール 全高：約260mm,沼倉 としあき,渡邊 恭大,PVC&ABS製塗装済完成品キャミソール姿も再現可能,Alter,https://alter-web.jp/products/323/,https://alter-web.jp/blog_alter/2020/176/
アスナ　GGO Ver.,ソードアート・オンライン アリシゼーション,,2021年8月発売,"19,580円（税抜17,800円）",1/7 スケール 全高：約260mm全長：約280mm（武器含む）,田中 冬志原型協力：アルター,DUTCH,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/406/,https://alter-web.jp/blog_alter/2020/169/
セイバー／アルトリア・ペンドラゴン［オルタ］　ドレスVer.,Fate/Grand Order,,2021年7月発売再販2019年7月発売再販2017年2月発売,"17,380円（税抜15,800円）",1/7 スケール 全高：約230mm,のぶた（リボルブ）,鉄森 七方,PVC&ABS製塗装済完成品パーツの差し替えでポーズ／ボレロの有無が選択可能,Alter,https://alter-web.jp/products/1/,https://alter-web.jp/blog_alter/2020/188/
春日野 穹　Ending Ver.,ヨスガノソラ,,2021年7月発売,"22,880円（税抜20,800円）",1/6 スケール 全高：約240mm,蒼炎の人形師,渡邊 恭大,PVC&ABS製塗装済完成品ケープは着脱可能,Alter,https://alter-web.jp/products/262/,"https://alter-web.jp/blog_alter/2021/207/,https://alter-web.jp/blog_alter/2020/164/"
籾岡 里紗,To LOVEる-とらぶる-ダークネス,,2021年7月発売,"15,180円（税抜13,800円）",1/7 スケール 全高：約140mm（台座含む）,てるゆき＋DUTCH,DUTCH,PVC&ABS製塗装済完成品表情は２種が再現可能,Alter,https://alter-web.jp/products/260/,https://alter-web.jp/blog_alter/2020/170/
アルターエゴ／メルトリリス,Fate/Grand Order,,2021年7月発売,"27,280円（税抜24,800円）",1/8 スケール 全高：約370mm（台座含む）,みさいる,星名 詠美,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/261/,https://alter-web.jp/blog_alter/2019/162/
桐須 真冬　競泳水着Ver.,ぼくたちは勉強ができない！,,2021年6月発売,"14,080円（税抜12,800円）",1/7 スケール 全高：約230mm,爪塚 ヒロユキ,爪塚 ヒロユキ,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/476/,https://alter-web.jp/blog_alter/2020/172/
モモ・ベリア・デビルーク　パジャマVer. ,To LOVEる-とらぶる-ダークネス,,2021年6月発売,"15,180円（税抜13,800円）",1/7 スケール 全長：約190mm（クッション含む）,本宮 あまと,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/263/,https://alter-web.jp/blog_alter/2020/166/
古手川 唯,To LOVEる-とらぶる-ダークネス,,2021年5月発売再販2016年1月発売,"14,080円（税抜12,800円）",1/7 スケール 全高：約230mm,てるゆき原型協力：アルター,星名 詠美,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/2/,https://alter-web.jp/blog_alter/2020/171/
ライダー／アルトリア・ペンドラゴン［オルタ］,Fate/Grand Order,,2021年5月発売,"16,280円（税抜14,800円）",1/7 スケール 全高：約230mm,ヤドカリ原型協力：アルター,鉄森 七方,PVC&ABS製塗装済完成品パーカーを脱いだ姿も再現可能,Alter,https://alter-web.jp/products/256/,https://alter-web.jp/blog_alter/2019/153/
アリス,オーディンスフィア レイヴスラシル,,2021年4月発売,"22,880円（税抜20,800円）",1/8 スケール 全高：約190mm（台座含む）,稲垣 洋,星名 詠美,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/265/,https://alter-web.jp/blog_alter/2020/168/
島村 卯月　はじけて♪サマーVer.,アイドルマスター シンデレラガールズ,,2021年2月発売再販2018年8月発売,"14,080円（税抜12,800円）",1/7 スケール 全高：約220mm,タカク＆タケシ,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/208/,"https://alter-web.jp/blog_alter/2018/124/,https://alter-web.jp/blog_alter/2017/99/"
志摩 リン with スクーター,ゆるキャン△,,2021年2月発売,"23,100円（税抜21,000円）",1/10 スケール 全高：約150mm,たなか☆せんう【志摩 リン】 みうら おさみ【スクーター】,渡邊 恭大【志摩 リン】 みうら おさみ【スクーター】,PVC製塗装済完成品髪型は２種（ニット帽／お団子頭）が再現可能 小物は２種（缶紅茶／スマホ）が再現可能 荷物は取り外し可能,Alter,https://alter-web.jp/products/252/,https://alter-web.jp/blog_alter/2019/149/
鷹富士 茄子　強運の才女Ver.,アイドルマスター シンデレラガールズ,,2020年11月発売,"15,800円+税",1/7 スケール 全高：約250mm,爪塚 ヒロユキ,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/257/,https://alter-web.jp/blog_alter/2019/155/
高雄　砂浜ラプソディVer.,アズールレーン,AZUR LANEIJN Takao,2023年9月発売再販2020年10月発売,"17,380円（税抜15,800円）",1/7 スケール 全高：約180mm,槙尾 宗利,星名 詠美,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/255/,"https://alter-web.jp/blog_alter/2022/255/,https://alter-web.jp/blog_alter/2019/151/"
五十鈴 れん,マギアレコード 魔法少女まどか☆マギカ外伝,,2020年9月発売,"18,000円+税",1/8 スケール 全高：約210mm,きむ（モワノー）原型協力：アルター,DUTCH,PVC製塗装済完成品,Alter,https://alter-web.jp/products/258/,"https://alter-web.jp/blog_alter/2020/182/,https://alter-web.jp/blog_alter/2019/156/"
マスターアルトリア,Fate/stay night,,2020年9月発売再販2016年7月発売,"12,800円+税",1/7 スケール 全高：約220mm,橋本 涼,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/47/,https://alter-web.jp/blog_alter/2019/145/
スカサハ　刺し穿つバニーVer.,Fate/Grand Order,Fate/Grand OrderScáthach,2023年5月発売再販2020年7月発売,"18,480円（税抜16,800円）",1/7 スケール 全高：約290mm,沼倉 としあき,沼倉 としあき,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/251/,"https://alter-web.jp/blog_alter/2022/244/,https://alter-web.jp/blog_alter/2019/145/"
愛宕　真夏の行進曲Ver.,アズールレーン,AZUR LANEIJN Atago,2023年9月発売再販2020年6月発売,"22,880円（税抜20,800円）",1/7 スケール 全高：約240mm,槙尾 宗利,星名 詠美,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/245/,"https://alter-web.jp/blog_alter/2022/255/,https://alter-web.jp/blog_alter/2019/138/"
速水 奏　ミスティック・ドーンVer.,アイドルマスター シンデレラガールズ,THE IDOLM@STER CINDERELLA GIRLSHayami Kanade,2023年6月発売再販2020年6月発売,"21,780円（税抜19,800円）",1/7 スケール 全高：約240mm,無銘,鉄森 七方,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/253/,"https://alter-web.jp/blog_alter/2022/246/,https://alter-web.jp/blog_alter/2019/146/"
津島 善子,ラブライブ！スクールアイドルフェスティバル,LoveLive! School Idol FestivalTsushima Yoshiko,2024年2月発売再販2020年5月発売,"25,080円（税抜22,800円）",1/7 スケール 全高：約240mm,柳生 敏之,鉄森 七方,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/250/,"https://alter-web.jp/blog_alter/2023/258/,https://alter-web.jp/blog_alter/2019/144/"
高坂 穂乃果　ホワイトデー編,ラブライブ！スクールアイドルフェスティバル,,2020年5月発売,"15,800円+税",1/7 スケール 全高：約150mm,飛田 崇文,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/242/,https://alter-web.jp/blog_alter/2019/135/
テイルズ オブ ベルセリア　ベルベット・クラウ,テイルズ オブ ベルセリア,,2020年5月発売,"18,800円+税",1/8 スケール 全高：約250mm（業魔手含む） 頭頂高：約220mm,田中 冬志,えこし,PVC製塗装済完成品左手は２種付属（通常／業魔手）,Alter,https://alter-web.jp/products/244/,"https://alter-web.jp/blog_alter/2020/175/,https://alter-web.jp/blog_alter/2019/139/"
塩見 周子　ブルー・ホライゾンVer.,アイドルマスター シンデレラガールズ,,2020年5月発売,"16,800円+税",1/7 スケール 全高：約230mm,みさいる,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/249/,"https://alter-web.jp/blog_alter/2020/174/,https://alter-web.jp/blog_alter/2019/143/"
佐々木 千枝　パーティータイム・ゴールドVer.,アイドルマスター シンデレラガールズ,,2020年4月発売,"14,800円+税",1/7 スケール 全高：約190mm,sai,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/248/,https://alter-web.jp/blog_alter/2019/142/
西連寺 春菜,To LOVEる-とらぶる-ダークネス,,2020年1月発売,"13,800円+税",1/7 スケール 全長：約290mm（台座含む）,てるゆき原型協力：アルター,星名 詠美彩色協力：アルター,PVC製塗装済完成品前髪は２種（ヘアピン／髪下ろし）が再現可能,Alter,https://alter-web.jp/products/234/,https://alter-web.jp/blog_alter/2018/128/
時崎 狂三,劇場版 デート・ア・ライブ 万由里ジャッジメント,DATE A LIVETokisaki Kurumi,2022年5月発売再販2019年12月発売,"19,580円（税抜17,800円）",1/8 スケール 全高：約220mm,明田川 昇,五日市 歩,PVC&ABS製塗装済完成品左腕は２種付属,Alter,https://alter-web.jp/products/243/,"https://alter-web.jp/blog_alter/2021/195/,https://alter-web.jp/blog_alter/2019/163/,https://alter-web.jp/blog_alter/2019/136/"
ヴァンパイア,アズールレーン,,2019年12月発売,"15,800円+税",1/7 スケール 全高：約220mm,いまい＋けんぞー（モワノー）,えこし,PVC製塗装済完成品,Alter,https://alter-web.jp/products/233/,"https://alter-web.jp/blog_alter/2019/161/,https://alter-web.jp/blog_alter/2018/126/"
園田 海未　ホワイトデー編,ラブライブ！スクールアイドルフェスティバル,,2019年12月発売,"16,800円+税",1/7 スケール 全高：約150mm,飛田 崇文,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/237/,https://alter-web.jp/blog_alter/2018/132/
南 ことり　ホワイトデー編,ラブライブ！スクールアイドルフェスティバル,,2019年11月発売,"15,800円+税",1/7 スケール 全高：約150mm,稲垣 洋＋飛田 崇文,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/235/,https://alter-web.jp/blog_alter/2018/129/
二宮 飛鳥　《偶像》のフラグメントVer.,アイドルマスター シンデレラガールズ,,2019年11月発売,"21,800円+税",1/7 スケール 全高：約320mm頭頂高：約220mm,本宮 あまと,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/241/,"https://alter-web.jp/blog_alter/2019/160/,https://alter-web.jp/blog_alter/2019/137/"
アヴェンジャー／ジャンヌ・ダルク〔オルタ〕,Fate/Grand Order,Fate/Grand OrderAvenger/Jeanne d'Arc (Alter),2022年10月発売再販2019年10月発売,"29,480円（税抜26,800円）",1/7 スケール 全高：約430mm（旗含む）,いまい（モワノー）＋柳生 敏之,鉄森 七方,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/230/,"https://alter-web.jp/blog_alter/2021/209/,https://alter-web.jp/blog_alter/2018/119/"
式波・アスカ・ラングレー　ジャージVer.,ヱヴァンゲリヲン新劇場版：Q,,2019年10月発売再販2015年5月発売再販2014年10月発売,"12,800円+税",1/7 スケール 全高：約230mm,のぶた（リボルブ）,鉄森 七方,PVC製塗装済完成品帽子の有無・左手のポーズが変更可能,Alter,https://alter-web.jp/products/119/,
赤城 みりあ　パーティータイム・ゴールドVer.,アイドルマスター シンデレラガールズ,,2019年8月発売,"14,800円+税",1/7 スケール 全高：約190mm,sai,渡邊 恭大,PVC製塗装済完成品表情は２種が再現可能,Alter,https://alter-web.jp/products/236/,https://alter-web.jp/blog_alter/2018/131/
セイバー／アルトリア・ペンドラゴン［オルタ］　ドレスVer.,Fate/Grand Order,,2021年7月発売再販2019年7月発売再販2017年2月発売,"17,380円（税抜15,800円）",1/7 スケール 全高：約230mm,のぶた（リボルブ）,鉄森 七方,PVC&ABS製塗装済完成品パーツの差し替えでポーズ／ボレロの有無が選択可能,Alter,https://alter-web.jp/products/1/,https://alter-web.jp/blog_alter/2020/188/
マシュ・キリエライト,Fate/Grand Order,,2019年7月発売,"13,800円+税",1/7 スケール 全長：約220mm,槙尾 宗利【マシュ】 sai【フォウくん】,渡邊 恭大,PVC製塗装済完成品メガネをかけた姿も再現可能,Alter,https://alter-web.jp/products/229/,"https://alter-web.jp/blog_alter/2019/154/,https://alter-web.jp/blog_alter/2018/118/"
宮内 レミィ,ToHeart,,2019年7月発売,"12,800円+税",1/7 スケール 全高：約240mm,無銘＋稲垣 洋,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/232/,https://alter-web.jp/blog_alter/2018/125/
国木田 花丸　制服Ver.,ラブライブ！サンシャイン!!,,2019年6月発売,"13,200円+税",1/7 スケール 全高：約220mm,橋本 涼,鉄森 七方,PVC製塗装済完成品表情は２種が再現可能,Alter,https://alter-web.jp/products/231/,"https://alter-web.jp/blog_alter/2019/152/,https://alter-web.jp/blog_alter/2018/123/"
セイバー　着物ドレスVer.,Fate/stay night,,2019年6月発売,"16,800円+税",1/7 スケール 全高：約250mm（台座含む）,sai,鉄森 七方,PVC製塗装済完成品LED内蔵台座により剣の発光イメージが再現可能 ※LEDの点灯には電池が必要です（電池別売）,Alter,https://alter-web.jp/products/225/,https://alter-web.jp/blog_alter/2018/113/
乙倉 悠貴　カム・ウィズミー！Ver.,アイドルマスター シンデレラガールズ,,2019年6月発売,"14,800円+税",1/7 スケール 全高：約250mm（台座含む）,爪塚 ヒロユキ,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/227/,https://alter-web.jp/blog_alter/2018/122/
テレサ・テスタロッサ　メイドVer.,フルメタル・パニック！Invisible Victory,,2019年5月発売,"17,800円+税",1/7 スケール 全高：約220mm（台座含む）,田中 冬志,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/226/,https://alter-web.jp/blog_alter/2018/115/
テイルズ オブ ゼスティリア　エドナ,テイルズ オブ ゼスティリア,,2019年4月発売再販2016年11月発売,"12,800円+税",1/8 スケール 全高：約210mm（傘含む）,沼倉 としあき,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/49/,"https://alter-web.jp/blog_alter/2018/109/,https://alter-web.jp/blog_alter/2016/52/"
ナーベラル・ガンマ　so-bin Ver.,オーバーロード,,2019年4月発売,"17,800円+税",1/8 スケール 全高：約330mm（武器含む）,齊藤 史樹,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/221/,https://alter-web.jp/blog_alter/2018/116/
黒咲 芽亜,To LOVEる-とらぶる-ダークネス,,2019年3月発売再販2016年5月発売,"12,800円+税",1/7 スケール 全高：約210mm,本宮 あまと,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/17/,https://alter-web.jp/blog_alter/2018/110/
アルル・ナジャ,魔導物語,,2019年3月発売,"13,800円+税",1/8 スケール 全高：約220mm,i-con（藍色空色）,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/222/,https://alter-web.jp/blog_alter/2018/108/
結城 美柑　スク水Ver.,To LOVEる-とらぶる-ダークネス,,2019年1月発売再販2015年1月発売,"9,800円+税",1/7 スケール 全高：約210mm,タカク＆タケシ,星名 詠美,PVC製塗装済完成品２パターンが再現可能！【笑顔＋ポニーテール】【ジト目＋下ろし髪】,Alter,https://alter-web.jp/products/63/,https://alter-web.jp/blog_alter/2018/110/
矢澤 にこ＆西木野 真姫　バレンタイン編,ラブライブ！スクールアイドルフェスティバル,,2019年1月発売,"20,800円+税",1/7 スケール 全高：約210mm,槙尾 宗利,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/213/,https://alter-web.jp/blog_alter/2018/103/
猫又お恋,朧村正,,2018年12月発売,"14,800円+税",1/8 スケール 全高：約170mm,たなか☆せんう,星名 詠美,PVC製塗装済完成品行灯はLED内蔵により点灯可能 ※LEDの点灯には電池が必要です（電池別売）,Alter,https://alter-web.jp/products/214/,https://alter-web.jp/blog_alter/2018/106/
足利 茶々丸,装甲悪鬼村正,,2018年12月発売,"12,800円+税",1/7 スケール 全高：約220mm,本宮 あまと,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/220/,https://alter-web.jp/blog_alter/2018/107/
アスナ,劇場版 ソードアート・オンライン -オーディナル・スケール-,SWORD ART ONLINE THE MOVIE Ordinal ScaleAsuna,2022年3月発売再販2018年11月発売,"18,480円（税抜16,800円）",1/7 スケール 全高：約240mm,無銘,渡邊 恭大,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/218/,"https://alter-web.jp/blog_alter/2018/134/,https://alter-web.jp/blog_alter/2018/101/"
魔王ルシ子,オトカ♥ドール,,2018年11月発売,"20,800円+税",1/1 スケール 全高：約220mm,柳生 敏之,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/209/,https://alter-web.jp/blog_alter/2018/100/
シノン,劇場版 ソードアート・オンライン -オーディナル・スケール-,,2021年9月発売再販2018年10月発売,"19,580円（税抜17,800円）",1/7 スケール 全高：約250mm,田中 冬志原型協力：アルター,渡邊 恭大,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/206/,"https://alter-web.jp/blog_alter/2018/130/,https://alter-web.jp/blog_alter/2018/96/"
松浦 果南　ウェットスーツVer.,ラブライブ！サンシャイン!!,,2018年10月発売,"12,800円+税",1/7 スケール 全高：約230mm,橋本 涼,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/207/,https://alter-web.jp/blog_alter/2017/98/
金色の闇　ナースVer.,To LOVEる-とらぶる-ダークネス,,2018年9月発売,"15,800円+税",1/7 スケール 全高：約210mm,sai,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/212/,"https://alter-web.jp/blog_alter/2018/127/,https://alter-web.jp/blog_alter/2018/102/"
島村 卯月　はじけて♪サマーVer.,アイドルマスター シンデレラガールズ,,2021年2月発売再販2018年8月発売,"14,080円（税抜12,800円）",1/7 スケール 全高：約220mm,タカク＆タケシ,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/208/,"https://alter-web.jp/blog_alter/2018/124/,https://alter-web.jp/blog_alter/2017/99/"
グウェンドリン　レイヴスラシルVer.,オーディンスフィア レイヴスラシル,,2018年8月発売,"16,800円+税",1/8 スケール 全高：約240mm（武器・台座含む）,i-con（藍色空色）原型協力：アルター,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/196/,https://alter-web.jp/blog_alter/2017/86/
雁淵 ひかり,ブレイブウィッチーズ,,2018年8月発売,"15,800円+税",1/8 スケール 全高：約240mm（台座含む）,爪塚 ヒロユキ【雁淵 ひかり】ウサギ【ストライカーユニット】,DUTCH,PVC製塗装済完成品プロペラ部分２種（回転エフェクト／静止状態）付属,Alter,https://alter-web.jp/products/203/,https://alter-web.jp/blog_alter/2017/95/
プラフタ,ソフィーのアトリエ ～不思議な本の錬金術士～,Atelier Sophie ~The Alchemist of the Mysterious Book~Plachta,2022年1月発売再販2018年7月発売,"19,580円（税抜17,800円）",1/7 スケール 全高：約130mm,槙尾 宗利,鉄森 七方,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/197/,"https://alter-web.jp/blog_alter/2020/189/,https://alter-web.jp/blog_alter/2017/90/"
スカサハ　部屋着モード,Fate/Grand Order,,2018年6月発売,"12,800円+税",1/7 スケール 全高：約240mm,沼倉 としあき,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/198/,https://alter-web.jp/blog_alter/2017/88/
一ノ瀬 志希　パフュームトリッパーVer.,アイドルマスター シンデレラガールズ,,2018年6月発売,"20,800円+税",1/7 スケール 全長：約220mm,みさいる＋DUTCH,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/202/,"https://alter-web.jp/blog_alter/2018/117/,https://alter-web.jp/blog_alter/2017/94/"
星空 凛　3月編,ラブライブ！スクールアイドルフェスティバル,,2018年5月発売,"15,800円+税",1/7 スケール 全高：約220mm,飛田 崇文,彩部 一路,PVC製塗装済完成品,Alter,https://alter-web.jp/products/193/,"https://alter-web.jp/blog_alter/2018/112/,https://alter-web.jp/blog_alter/2017/78/"
小泉 花陽　3月編,ラブライブ！スクールアイドルフェスティバル,,2018年5月発売,"15,800円+税",1/7 スケール 全高：約220mm,飛田 崇文,彩部 一路,PVC製塗装済完成品,Alter,https://alter-web.jp/products/192/,"https://alter-web.jp/blog_alter/2018/112/,https://alter-web.jp/blog_alter/2017/78/"
パープルハート,超次元ゲイム ネプテューヌ,HYPERDIMENSION NEPTUNEPurple Heart,2022年5月発売再販2018年4月発売,"20,680円（税抜18,800円）",1/7 スケール 全高：約350mm（羽／台座含む）,槙尾 宗利【パープルハート】ウサギ【ユニット／武器】,DUTCH,PVC&ABS製塗装済完成品,Alter,https://alter-web.jp/products/181/,"https://alter-web.jp/blog_alter/2020/192/,https://alter-web.jp/blog_alter/2016/58/"
鷺沢 文香　ブライトメモリーズVer.,アイドルマスター シンデレラガールズ,,2018年4月発売,"19,800円+税",1/7 スケール 全高：約240mm,無銘,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/191/,https://alter-web.jp/blog_alter/2017/87/
双葉 杏　なまけものフェアリーVer.,アイドルマスター シンデレラガールズ,,2018年4月発売,"16,800円+税",1/7 スケール 全高：約210mm,sai,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/199/,https://alter-web.jp/blog_alter/2017/89/
ララ・サタリン・デビルーク　メイドVer.,To LOVEる-とらぶる-ダークネス,,2018年3月発売,"12,800円+税",1/7 スケール 全高：約180mm,てるゆき原型協力：アルター,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/188/,https://alter-web.jp/blog_alter/2017/71/
神崎 蘭子　薔薇の闇姫Ver.,アイドルマスター シンデレラガールズ,,2018年2月発売,"24,800円+税",1/7 スケール 全高：約280mm（羽含む）,柳生 敏之,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/177/,"https://alter-web.jp/blog_alter/2018/104/,https://alter-web.jp/blog_alter/2017/73/"
ライダー／アルトリア・ペンドラゴン［サンタオルタ］,Fate/Grand Order,,2018年2月発売,"13,800円+税",1/7 スケール 全高：約230mm（帽子含む）,八音原型協力：アルター,鉄森 七方,PVC製塗装済完成品表情は２種（通常／照れ顔）が再現可能 帽子／マントは着脱可能,Alter,https://alter-web.jp/products/189/,https://alter-web.jp/blog_alter/2017/75/
輿水 幸子　自称・カンペキVer.,アイドルマスター シンデレラガールズ,,2018年2月発売,"16,800円+税",1/7 スケール 全高：約210mm,本宮 あまと,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/190/,https://alter-web.jp/blog_alter/2017/74/
水戸 郁魅,食戟のソーマ 弐ノ皿,,2018年1月発売,"12,800円+税",1/7 スケール 全高：約240mm,田中 冬志,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/187/,https://alter-web.jp/blog_alter/2017/69/
絢瀬 絵里,ラブライブ！スクールアイドルフェスティバル,,2017年12月発売,"17,800円+税",1/7 スケール 全高：約240mm,飛田 崇文,彩部 一路,PVC製塗装済完成品,Alter,https://alter-web.jp/products/125/,https://alter-web.jp/blog_alter/2017/47/
南 ことり,ラブライブ！スクールアイドルフェスティバル,,2017年11月発売再販2015年8月発売,"13,800円+税",1/7 スケール 全高：約230mm,taka（小抹香）,彩部 一路,PVC製塗装済完成品,Alter,https://alter-web.jp/products/80/,
ゲルトルート・バルクホルン　ジェットストライカーVer.,ストライクウィッチーズ2,,2017年11月発売,"24,000円+税",1/8 スケール 全長：約500mm（飛行形態：武器含む） 全高：約440mm（フル武装形態：武器／台座含む）,無銘【バルクホルン】ウサギ【ストライカーユニット／武器】,渡邊 恭大,PVC製塗装済完成品ポーズは２種（飛行形態／フル武装形態）が再現可能 フィードカバーは開閉可能 ジェットのエフェクトパーツが付属,Alter,https://alter-web.jp/products/180/,https://alter-web.jp/blog_alter/2016/59/
メンタルモデル・タカオ　オーバーニーVer.,蒼き鋼のアルペジオ,,2017年11月発売,"13,800円+税",1/6 スケール 全高：約230mm,田中 冬志,渡邊 恭大,PVC製塗装済完成品,Alter,https://alter-web.jp/products/195/,https://alter-web.jp/blog_alter/2017/76/
高坂 穂乃果,ラブライブ！スクールアイドルフェスティバル,,2017年10月発売,"14,800円+税",1/7 スケール 全高：約240mm（台座含む）,てるゆき＋DUTCH,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/124/,https://alter-web.jp/blog_alter/2016/42/
園田 海未,ラブライブ！スクールアイドルフェスティバル,,2017年8月発売,"15,800円+税",1/7 スケール 全高：約200mm,sai,彩部 一路,PVC製塗装済完成品,Alter,https://alter-web.jp/products/29/,
アナスタシア　Memories Ver.,アイドルマスター シンデレラガールズ,,2017年8月発売,"11,800円+税",1/8 スケール 全高：約220mm,齊藤 史樹,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/179/,https://alter-web.jp/blog_alter/2016/66/
神崎 蘭子　Memories Ver.,アイドルマスター シンデレラガールズ,,2017年7月発売,"11,800円+税",1/8 スケール 全高：約218mm,sai,鉄森 七方,PVC製塗装済完成品,Alter,https://alter-web.jp/products/178/,https://alter-web.jp/blog_alter/2016/61/
東郷 美森,結城友奈は勇者である,,2017年6月発売,"14,800円+税",1/8 スケール 全高：【美森】約250mm（台座含む） 【青坊主】約60mm（台座含む）,爪塚 ヒロユキ,爪塚 ヒロユキ,PVC製塗装済完成品青坊主が付属,Alter,https://alter-web.jp/products/24/,
新田 美波　Memories Ver.,アイドルマスター シンデレラガールズ,,2017年5月発売,"11,800円+税",1/8 スケール 全高：約220mm,無銘,星名 詠美,PVC製塗装済完成品,Alter,https://alter-web.jp/products/30/,https://alter-web.jp/blog_alter/2016/50/
ラウラ＆シャル　ネコミミパジャマ,IS＜インフィニット・ストラトス＞,,2017年5月発売,"16,800円+税",1/7 スケール 全長：約220mm,田中 冬志,鉄森 七方,PVC製塗装済完成品ラウラの眼帯は取り外し可能,Alter,https://alter-web.jp/products/39/,
